timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-06-30 23:42:59,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,32,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 12.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 7.0 seconds', '11 pitch: 3.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 4.0 seconds', '15 pitch: 6.0 seconds', '16 pitch: 7.0 seconds', '17 pitch: 8.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 3.0 seconds', '20 pitch: 3.0 seconds', '21 pitch: 15.0 seconds', '22 pitch: 5.0 seconds', '23 pitch: 7.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 13.0 seconds', '26 pitch: 25.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 7.0 seconds', '29 pitch: 5.0 seconds', '30 pitch: 7.0 seconds', '31 pitch: 3.0 seconds', '32 pitch: 8.0 seconds']",|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-06-30 23:43:22,False,0,[],|,False,0,[],|,False,0,|,True,15,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 6.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 8.0 seconds', '12 micro sleep: 4.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 130.0 seconds remaining.,[]
2025-06-30 23:43:28,False,0,[],|,False,0,[],|,True,54,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 124.0 seconds remaining.,[]
2025-06-30 23:43:31,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,33,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 12.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 7.0 seconds', '11 pitch: 3.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 4.0 seconds', '15 pitch: 6.0 seconds', '16 pitch: 7.0 seconds', '17 pitch: 8.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 3.0 seconds', '20 pitch: 3.0 seconds', '21 pitch: 15.0 seconds', '22 pitch: 5.0 seconds', '23 pitch: 7.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 13.0 seconds', '26 pitch: 25.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 7.0 seconds', '29 pitch: 5.0 seconds', '30 pitch: 7.0 seconds', '31 pitch: 3.0 seconds', '32 pitch: 8.0 seconds', '33 pitch: 3.0 seconds']",|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-06-30 23:43:35,False,0,[],|,False,0,[],|,False,0,|,True,16,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 6.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 8.0 seconds', '12 micro sleep: 4.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 116.0 seconds remaining.,[]
2025-06-30 23:43:40,False,0,[],|,False,0,[],|,False,0,|,True,17,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 6.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 8.0 seconds', '12 micro sleep: 4.0 seconds', '13 micro sleep: 3.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 112.0 seconds remaining.,[]
2025-06-30 23:43:43,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,34,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 12.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 7.0 seconds', '11 pitch: 3.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 4.0 seconds', '15 pitch: 6.0 seconds', '16 pitch: 7.0 seconds', '17 pitch: 8.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 3.0 seconds', '20 pitch: 3.0 seconds', '21 pitch: 15.0 seconds', '22 pitch: 5.0 seconds', '23 pitch: 7.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 13.0 seconds', '26 pitch: 25.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 7.0 seconds', '29 pitch: 5.0 seconds', '30 pitch: 7.0 seconds', '31 pitch: 3.0 seconds', '32 pitch: 8.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 9.0 seconds']",|,False,Counting yawns... 109.0 seconds remaining.,[]
2025-06-30 23:44:08,False,0,[],|,False,0,[],|,False,Counting flickers... 19.0 seconds remaining.,|,False,0,[],|,True,35,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 12.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 7.0 seconds', '11 pitch: 3.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 5.0 seconds', '14 pitch: 4.0 seconds', '15 pitch: 6.0 seconds', '16 pitch: 7.0 seconds', '17 pitch: 8.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 3.0 seconds', '20 pitch: 3.0 seconds', '21 pitch: 15.0 seconds', '22 pitch: 5.0 seconds', '23 pitch: 7.0 seconds', '24 pitch: 3.0 seconds', '25 pitch: 13.0 seconds', '26 pitch: 25.0 seconds', '27 pitch: 3.0 seconds', '28 pitch: 7.0 seconds', '29 pitch: 5.0 seconds', '30 pitch: 7.0 seconds', '31 pitch: 3.0 seconds', '32 pitch: 8.0 seconds', '33 pitch: 3.0 seconds', '34 pitch: 9.0 seconds', '35 pitch: 4.0 seconds']",|,False,Counting yawns... 83.0 seconds remaining.,[]
2025-06-30 23:44:53,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 161.0 seconds remaining.,[]
2025-06-30 23:46:34,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 4.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 161.0 seconds remaining.,[]
2025-06-30 23:46:42,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-06-30 23:48:00,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 165.0 seconds remaining.,[]
2025-06-30 23:48:01,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 165.0 seconds remaining.,[]
2025-06-30 23:48:04,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 161.0 seconds remaining.,[]
2025-06-30 23:48:11,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 155.0 seconds remaining.,[]
2025-06-30 23:48:11,False,0,[],|,False,0,[],|,False,Counting flickers... 34.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 7.0 seconds']",|,False,Counting yawns... 154.0 seconds remaining.,[]
2025-06-30 23:48:39,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 127.0 seconds remaining.,[]
2025-06-30 23:48:41,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-06-30 23:48:41,False,0,[],|,False,0,[],|,False,Counting flickers... 4.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 3.0 seconds', '2 pitch: 7.0 seconds', '3 pitch: 4.0 seconds']",|,False,Counting yawns... 124.0 seconds remaining.,[]
2025-06-30 23:48:45,False,0,[],|,False,0,[],|,True,23,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-06-30 23:48:47,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 118.0 seconds remaining.,[]
2025-06-30 23:48:54,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 112.0 seconds remaining.,[]
2025-06-30 23:48:58,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 107.0 seconds remaining.,[]
2025-06-30 23:48:59,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 3.0 seconds', '2 pitch: 7.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 9.0 seconds']",|,False,Counting yawns... 106.0 seconds remaining.,[]
2025-06-30 23:49:09,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 96.0 seconds remaining.,[]
2025-06-30 23:49:22,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 83.0 seconds remaining.,[]
2025-06-30 23:49:38,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 67.0 seconds remaining.,[]
2025-06-30 23:49:44,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-06-30 23:49:44,False,0,[],|,False,0,[],|,True,23,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-06-30 23:50:00,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 6.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 5.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 4.0 seconds', '9 micro sleep: 3.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 3.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 46.0 seconds remaining.,[]
2025-06-30 23:51:01,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 177.0 seconds remaining.,[]
2025-06-30 23:51:27,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 151.0 seconds remaining.,[]
2025-06-30 23:51:44,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 135.0 seconds remaining.,[]
2025-06-30 23:51:46,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 132.0 seconds remaining.,[]
2025-06-30 23:51:51,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 127.0 seconds remaining.,[]
2025-06-30 23:51:58,False,0,[],|,False,0,[],|,True,22,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-06-30 23:52:20,False,0,[],|,False,0,[],|,False,Counting flickers... 37.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds']",|,False,Counting yawns... 98.0 seconds remaining.,[]
2025-06-30 23:52:57,False,0,[],|,False,0,[],|,True,24,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-06-30 23:53:04,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 54.0 seconds remaining.,[]
2025-06-30 23:53:04,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds']",|,False,Counting yawns... 54.0 seconds remaining.,[]
2025-06-30 23:53:12,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 46.0 seconds remaining.,[]
2025-06-30 23:53:26,False,0,[],|,False,0,[],|,False,Counting flickers... 32.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 4.0 seconds']",|,False,Counting yawns... 32.0 seconds remaining.,[]
2025-06-30 23:53:45,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 13.0 seconds remaining.,[]
2025-06-30 23:53:47,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 4.0 seconds', '5 pitch: 6.0 seconds']",|,False,Counting yawns... 12.0 seconds remaining.,[]
2025-06-30 23:53:51,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 8.0 seconds remaining.,[]
2025-06-30 23:53:52,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 6.0 seconds remaining.,[]
2025-06-30 23:53:56,False,0,[],|,False,0,[],|,False,0,|,True,10,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2025-06-30 23:53:56,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 4.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 9.0 seconds']",|,False,Counting yawns... 2.0 seconds remaining.,[]
2025-06-30 23:53:57,False,0,[],|,False,0,[],|,True,14,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-06-30 23:53:58,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-06-30 23:54:25,False,0,[],|,False,0,[],|,False,0,|,True,11,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-06-30 23:54:28,False,0,[],|,False,0,[],|,False,0,|,True,12,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 150.0 seconds remaining.,[]
2025-06-30 23:54:30,False,0,[],|,False,0,[],|,False,0,|,True,13,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-06-30 23:54:56,False,0,[],|,False,0,[],|,True,19,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-06-30 23:54:57,False,0,[],|,False,0,[],|,False,0,|,True,14,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-06-30 23:55:02,False,0,[],|,False,0,[],|,False,0,|,True,15,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 116.0 seconds remaining.,[]
2025-06-30 23:55:10,False,0,[],|,False,0,[],|,False,0,|,True,16,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 107.0 seconds remaining.,[]
2025-06-30 23:55:13,False,0,[],|,False,0,[],|,False,0,|,True,17,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 105.0 seconds remaining.,[]
2025-06-30 23:55:20,False,0,[],|,False,0,[],|,False,0,|,True,18,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 98.0 seconds remaining.,[]
2025-06-30 23:55:23,False,0,[],|,False,0,[],|,False,0,|,True,19,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 94.0 seconds remaining.,[]
